qid,docno,label,stance
136,1389,1,con
136,1396,1,con
136,1373,1,con
136,1375,1,con
136,6493,0,
136,9903,0,
136,29,0,
136,6567,0,
136,1225,0,
136,15,0,
136,6507,0,
136,6576,0,
136,6552,0,
136,6555,0,
136,9889,0,
136,6528,0,
136,13,0,
136,6580,0,
136,6530,0,
136,24,0,
136,33,0,
136,14,0,
136,1230,0,
136,21,0,
136,1219,0,
136,6499,0,
136,12,0,
136,3,0,
136,9883,0,
136,6496,0,
136,6492,0,
136,6494,0,
136,6555,0,
136,6570,0,
136,1231,0,
136,6560,0,
136,1209,0,
136,1206,0,
136,6556,0,
136,9906,0,
136,11,0,
136,1229,0,
46,8760,1,pro
46,8757,1,pro
46,8758,1,pro
46,8753,1,pro
46,8746,1,pro
46,8749,1,pro
46,8752,1,pro
46,8801,1,pro
46,8748,1,pro
46,8751,1,pro
46,8747,1,pro
46,8745,1,pro
46,8765,1,con
46,8767,1,con
46,8770,1,con
46,8761,1,con
46,8771,1,con
46,8762,1,con
46,8769,1,con
46,8772,1,con
46,8773,1,con
46,8774,1,con
46,8763,1,con
46,8775,1,con
46,8768,1,con
46,8766,1,con
46,9884,0,
46,20,0,
46,9520,0,
46,9399,0,
46,9509,0,
46,9503,0,
46,9521,0,
46,9505,0,
46,9889,0,
46,7270,0,
46,11,0,
46,9508,0,
46,9527,0,
46,3,0,
46,12,0,
46,33,0,
46,2,0,
46,9523,0,
46,9379,0,
46,9507,0,
46,24,0,
46,7252,0,
46,9512,0,
46,9396,0,
46,9390,0,
46,28,0,
75,17,1,pro
75,19,1,pro
75,18,1,pro
75,10,1,pro
75,16,1,pro
75,13,1,pro
75,15,1,pro
75,6,1,pro
75,9,1,pro
75,12,1,pro
75,8,1,pro
75,11,1,pro
75,7,1,pro
75,5,1,pro
75,14,1,pro
75,2,1,con
75,3,1,con
75,28,1,con
75,21,1,con
75,4,1,con
75,33,1,con
75,11,1,con
75,20,1,con
75,25,1,con
75,27,1,con
75,30,1,con
75,29,1,con
75,13,1,con
75,24,1,con
75,26,1,con
75,22,1,con
75,23,1,con
75,6667,0,
75,11126,0,
75,6600,0,
75,6797,0,
75,6769,0,
75,6795,0,
75,6604,0,
75,11117,0,
75,6790,0,
75,6598,0,
75,6624,0,
75,11141,0,
75,6680,0,
75,6678,0,
75,11143,0,
75,6799,0,
75,6689,0,
75,6698,0,
75,6691,0,
75,11130,0,
75,11127,0,
75,6688,0,
75,6662,0,
75,6613,0,
75,11114,0,
75,11122,0,
75,6675,0,
75,6597,0,
75,6660,0,
75,6625,0,
75,11123,0,
75,6775,0,
17,11027,1,pro
17,11026,1,pro
17,11017,1,pro
17,11031,1,pro
17,11036,1,pro
17,11035,1,pro
17,11064,1,pro
17,11033,1,pro
17,11028,1,pro
17,11037,1,pro
17,11029,1,pro
17,11023,1,pro
17,11030,1,pro
17,11069,1,pro
17,11039,1,pro
17,11040,1,pro
17,11034,1,pro
17,11055,1,con
17,11018,1,con
17,11045,1,con
17,11054,1,con
17,11053,1,con
17,11063,1,con
17,11050,1,con
17,11057,1,con
17,11028,1,con
17,11042,1,con
17,11044,1,con
17,11047,1,con
17,11076,1,con
17,11046,1,con
17,11049,1,con
17,11052,1,con
17,11043,1,con
17,11069,1,con
17,11075,1,con
17,11051,1,con
17,1278,0,
17,1285,0,
17,1934,0,
17,1991,0,
17,1283,0,
17,1956,0,
17,7174,0,
17,1288,0,
17,1990,0,
17,1281,0,
17,1992,0,
17,1947,0,
17,5136,0,
17,5135,0,
17,1954,0,
17,1937,0,
17,5141,0,
17,7201,0,
17,1989,0,
17,1276,0,
17,7175,0,
17,5127,0,
17,1925,0,
17,1284,0,
17,5143,0,
17,1929,0,
17,1289,0,
17,7178,0,
17,7219,0,
17,1965,0,
17,5140,0,
17,2074,0,
17,7189,0,
17,7197,0,
17,7173,0,
17,1291,0,
17,5137,0,
4,909,1,pro
4,950,1,pro
4,911,1,pro
4,912,1,pro
4,953,1,pro
4,914,1,pro
4,907,1,pro
4,910,1,pro
4,913,1,pro
4,903,1,pro
4,906,1,pro
4,904,1,pro
4,915,1,pro
4,929,1,con
4,920,1,con
4,919,1,con
4,922,1,con
4,916,1,con
4,909,1,con
4,917,1,con
4,921,1,con
4,926,1,con
4,928,1,con
4,931,1,con
4,960,1,con
4,930,1,con
4,925,1,con
4,927,1,con
4,961,1,con
4,932,1,con
4,923,1,con
4,924,1,con
4,918,1,con
4,6615,0,
4,7977,0,
4,7101,0,
4,8859,0,
4,6610,0,
4,6625,0,
4,8807,0,
4,7065,0,
4,6600,0,
4,6621,0,
4,6613,0,
4,8850,0,
4,10802,0,
4,8862,0,
4,8817,0,
4,6647,0,
4,8846,0,
4,7048,0,
4,6596,0,
4,8833,0,
4,8825,0,
4,8865,0,
4,7041,0,
4,7970,0,
4,10789,0,
4,8858,0,
4,8838,0,
4,6619,0,
4,7100,0,
4,7050,0,
4,7967,0,
4,7952,0,
4,6623,0,
120,6405,1,pro
120,6393,1,pro
120,6403,1,pro
120,6406,1,pro
120,6389,1,pro
120,6391,1,pro
120,6390,1,pro
120,6388,1,pro
120,6392,1,pro
120,6404,1,pro
120,6410,1,con
120,6415,1,con
120,6395,1,con
120,6416,1,con
120,6401,1,con
120,6407,1,con
120,6398,1,con
120,6400,1,con
120,6394,1,con
120,6414,1,con
120,6408,1,con
120,6396,1,con
120,6399,1,con
120,6409,1,con
120,6411,1,con
120,9217,0,
120,9189,0,
120,9268,0,
120,1290,0,
120,1283,0,
120,11302,0,
120,11298,0,
120,6622,0,
120,9280,0,
120,4879,0,
120,6620,0,
120,6635,0,
120,6596,0,
120,9208,0,
120,4889,0,
120,11300,0,
120,9199,0,
120,9213,0,
120,9226,0,
120,6603,0,
120,11301,0,
120,6617,0,
120,4883,0,
120,9263,0,
120,4874,0,
98,6560,1,pro
98,6494,1,pro
98,6492,1,pro
98,6506,1,pro
98,6520,1,pro
98,6529,1,pro
98,6495,1,pro
98,6528,1,pro
98,6496,1,pro
98,6553,1,pro
98,6555,1,pro
98,6558,1,pro
98,6580,1,pro
98,6522,1,pro
98,6519,1,pro
98,6521,1,pro
98,6524,1,pro
98,6498,1,pro
98,6516,1,pro
98,6518,1,pro
98,6552,1,pro
98,6561,1,pro
98,6523,1,pro
98,6526,1,pro
98,6497,1,pro
98,6509,1,pro
98,6559,1,pro
98,6556,1,pro
98,6566,1,con
98,6534,1,con
98,6570,1,con
98,6577,1,con
98,6502,1,con
98,6530,1,con
98,6535,1,con
98,6501,1,con
98,6585,1,con
98,6493,1,con
98,6557,1,con
98,6533,1,con
98,6576,1,con
98,6531,1,con
98,6507,1,con
98,6555,1,con
98,6575,1,con
98,6500,1,con
98,6503,1,con
98,6499,1,con
98,6517,1,con
98,6519,1,con
98,6551,1,con
98,6498,1,con
98,6505,1,con
98,6564,1,con
98,6567,1,con
98,6571,1,con
98,6523,1,con
98,6514,1,con
98,6563,1,con
98,6515,1,con
98,6565,1,con
98,11485,0,
98,6597,0,
98,4688,0,
98,9471,0,
98,6615,0,
98,9483,0,
98,9445,0,
98,6600,0,
98,11459,0,
98,6623,0,
98,11492,0,
98,4672,0,
98,11431,0,
98,9453,0,
98,11468,0,
98,11495,0,
98,11523,0,
98,11544,0,
98,11551,0,
98,4691,0,
98,6624,0,
98,6622,0,
98,11505,0,
98,11461,0,
98,6647,0,
98,11525,0,
98,6618,0,
98,11478,0,
98,9448,0,
98,6613,0,
98,6596,0,
98,4697,0,
98,9450,0,
98,4700,0,
98,6646,0,
98,9436,0,
98,11513,0,
98,11445,0,
98,11592,0,
98,11547,0,
98,11493,0,
98,11446,0,
98,9433,0,
98,4673,0,
98,11475,0,
98,11474,0,
98,11594,0,
98,11599,0,
98,6619,0,
98,4688,0,
98,11512,0,
98,4687,0,
98,11454,0,
98,9481,0,
98,9444,0,
98,11548,0,
98,11501,0,
98,11526,0,
98,4695,0,
98,9439,0,
98,4684,0,
11,6787,1,pro
11,6784,1,pro
11,6785,1,pro
11,6777,1,pro
11,6783,1,pro
11,6789,1,pro
11,6795,1,pro
11,6773,1,pro
11,6799,1,pro
11,6790,1,pro
11,6768,1,pro
11,6774,1,pro
11,6786,1,pro
11,6781,1,pro
11,6793,1,pro
11,6797,1,con
11,6794,1,con
11,6788,1,con
11,6798,1,con
11,6780,1,con
11,6776,1,con
11,6779,1,con
11,6796,1,con
11,6769,1,con
11,6775,1,con
11,6778,1,con
11,9137,0,
11,8985,0,
11,11540,0,
11,6394,0,
11,11472,0,
11,9116,0,
11,11592,0,
11,11513,0,
11,9111,0,
11,11450,0,
11,9071,0,
11,11536,0,
11,11511,0,
11,11458,0,
11,11492,0,
11,11475,0,
11,8987,0,
11,11445,0,
11,11439,0,
11,11600,0,
11,6393,0,
11,11484,0,
11,9110,0,
11,8983,0,
11,11485,0,
11,11542,0,
107,9075,1,pro
107,9068,1,pro
107,9021,1,pro
107,9105,1,pro
107,9122,1,pro
107,9114,1,pro
107,8992,1,pro
107,9072,1,pro
107,8985,1,pro
107,8984,1,pro
107,8983,1,pro
107,9011,1,pro
107,8986,1,pro
107,9130,1,pro
107,9084,1,pro
107,9082,1,pro
107,9022,1,pro
107,9133,1,pro
107,8987,1,pro
107,9135,1,pro
107,9044,1,pro
107,9023,1,pro
107,9046,1,pro
107,8990,1,pro
107,9104,1,pro
107,9116,1,pro
107,9086,1,pro
107,9036,1,pro
107,9129,1,pro
107,9110,1,pro
107,8989,1,pro
107,9074,1,pro
107,9132,1,pro
107,9097,1,pro
107,9058,1,pro
107,9107,1,pro
107,9014,1,pro
107,9134,1,pro
107,9017,1,pro
107,8988,1,pro
107,9050,1,pro
107,9112,1,pro
107,9047,1,pro
107,9137,1,con
107,9130,1,con
107,8985,1,con
107,9038,1,con
107,9067,1,con
107,9032,1,con
107,9029,1,con
107,9100,1,con
107,8998,1,con
107,9066,1,con
107,9039,1,con
107,9111,1,con
107,9131,1,con
107,9071,1,con
107,9136,1,con
107,9115,1,con
107,9042,1,con
107,8996,1,con
107,9034,1,con
107,9009,1,con
107,9043,1,con
107,9080,1,con
107,9069,1,con
107,9031,1,con
107,9045,1,con
107,9035,1,con
107,9047,1,con
107,9215,0,
107,4837,0,
107,6415,0,
107,8747,0,
107,4820,0,
107,6392,0,
107,9217,0,
107,11335,0,
107,9283,0,
107,11339,0,
107,9234,0,
107,4811,0,
107,6406,0,
107,4827,0,
107,8768,0,
107,11358,0,
107,9278,0,
107,8766,0,
107,8801,0,
107,4816,0,
107,8745,0,
107,9233,0,
107,4849,0,
107,8751,0,
107,6404,0,
107,4825,0,
107,11357,0,
107,11347,0,
107,8752,0,
107,11356,0,
107,11336,0,
107,9267,0,
107,9269,0,
107,4844,0,
107,4834,0,
107,6407,0,
107,6388,0,
107,9213,0,
107,9201,0,
107,9262,0,
107,9260,0,
107,8757,0,
107,6414,0,
107,6389,0,
107,4822,0,
107,9281,0,
107,11344,0,
107,8770,0,
107,8765,0,
107,11354,0,
107,8762,0,
107,4862,0,
107,8748,0,
107,4866,0,
107,11363,0,
107,6391,0,
107,4833,0,
107,6399,0,
107,6416,0,
107,4819,0,
107,4865,0,
107,11364,0,
107,6395,0,
107,9205,0,
107,4867,0,
107,11337,0,
107,4852,0,
107,6405,0,
107,6394,0,
107,9212,0,
39,7088,1,pro
39,7045,1,pro
39,7041,1,pro
39,7089,1,pro
39,7086,1,pro
39,7091,1,pro
39,7044,1,pro
39,7093,1,pro
39,7042,1,pro
39,7085,1,pro
39,7094,1,pro
39,7092,1,pro
39,7066,1,con
39,7096,1,con
39,7069,1,con
39,7047,1,con
39,7065,1,con
39,7077,1,con
39,7046,1,con
39,7049,1,con
39,7048,1,con
39,7100,1,con
39,7097,1,con
39,7078,1,con
39,7076,1,con
39,7050,1,con
39,7099,1,con
39,7051,1,con
39,7101,1,con
39,7095,1,con
39,10828,0,
39,10788,0,
39,1213,0,
39,11543,0,
39,9389,0,
39,1231,0,
39,11470,0,
39,9373,0,
39,10798,0,
39,9413,0,
39,11444,0,
39,9392,0,
39,11040,0,
39,11513,0,
39,11547,0,
39,11076,0,
39,1225,0,
39,10799,0,
39,11541,0,
39,11527,0,
39,11045,0,
39,10804,0,
39,1208,0,
39,11506,0,
39,11017,0,
39,11593,0,
39,9404,0,
39,11029,0,
39,9406,0,
39,9396,0,
101,4889,1,pro
101,4880,1,pro
101,4874,1,pro
101,4879,1,pro
101,4878,1,pro
101,4881,1,pro
101,4877,1,pro
101,4875,1,pro
101,4888,1,con
101,4885,1,con
101,4882,1,con
101,4883,1,con
101,4887,1,con
101,4884,1,con
101,6829,0,
101,9391,0,
101,8712,0,
101,8734,0,
101,9504,0,
101,9395,0,
101,6834,0,
101,9408,0,
101,6824,0,
101,8702,0,
101,6844,0,
101,9382,0,
101,6818,0,
101,9509,0,
30,6737,1,pro
30,6766,1,pro
30,6742,1,pro
30,6735,1,pro
30,6744,1,pro
30,6765,1,pro
30,6738,1,pro
30,6739,1,pro
30,6719,1,pro
30,6740,1,pro
30,6734,1,pro
30,6736,1,pro
30,6741,1,pro
30,6743,1,pro
30,6753,1,con
30,6748,1,con
30,6755,1,con
30,6746,1,con
30,6749,1,con
30,6751,1,con
30,6740,1,con
30,6752,1,con
30,6754,1,con
30,11505,0,
30,11540,0,
30,11592,0,
30,11472,0,
30,7260,0,
30,11549,0,
30,1283,0,
30,11548,0,
30,7259,0,
30,11450,0,
30,11501,0,
30,11523,0,
30,11492,0,
30,8575,0,
30,11427,0,
30,11551,0,
30,1279,0,
30,11620,0,
30,1284,0,
30,11445,0,
30,11470,0,
30,8574,0,
30,11452,0,
59,11316,1,pro
59,11315,1,pro
59,11304,1,pro
59,11312,1,pro
59,11303,1,pro
59,11313,1,pro
59,11300,1,pro
59,11314,1,pro
59,11302,1,pro
59,11311,1,pro
59,11307,1,con
59,11298,1,con
59,11301,1,con
59,11309,1,con
59,11299,1,con
59,11305,1,con
59,11300,1,con
59,11302,1,con
59,10053,0,
59,10106,0,
59,10082,0,
59,10156,0,
59,1506,0,
59,10099,0,
59,10151,0,
59,10158,0,
59,10154,0,
59,10147,0,
59,10160,0,
59,10172,0,
59,10069,0,
59,10096,0,
59,10045,0,
59,1489,0,
59,1487,0,
59,1498,0,
141,10638,1,pro
141,10563,1,pro
141,10562,1,pro
141,10640,1,pro
141,10581,1,pro
141,10572,1,pro
141,10560,1,pro
141,10641,1,pro
141,10573,1,pro
141,10630,1,pro
141,10566,1,pro
141,10634,1,pro
141,10639,1,pro
141,10632,1,pro
141,10575,1,pro
141,10631,1,pro
141,10637,1,con
141,10634,1,con
141,10583,1,con
141,10584,1,con
141,10582,1,con
141,10585,1,con
141,10642,1,con
141,10556,1,con
141,10581,1,con
141,10625,1,con
141,3320,0,
141,3334,0,
141,11298,0,
141,3317,0,
141,6378,0,
141,9959,0,
141,11305,0,
141,6362,0,
141,11299,0,
141,6368,0,
141,9939,0,
141,6379,0,
141,9919,0,
141,9951,0,
141,9949,0,
141,6377,0,
141,3305,0,
141,11302,0,
141,3318,0,
141,11303,0,
141,6359,0,
141,11314,0,
141,9943,0,
141,9938,0,
141,11316,0,
141,11313,0,
23,1205,1,pro
23,1209,1,pro
23,1211,1,pro
23,1220,1,pro
23,1206,1,pro
23,1204,1,pro
23,1219,1,pro
23,1221,1,pro
23,1210,1,pro
23,1217,1,pro
23,1213,1,pro
23,1218,1,pro
23,1208,1,pro
23,1222,1,pro
23,1203,1,pro
23,1207,1,pro
23,1224,1,con
23,1237,1,con
23,1223,1,con
23,1225,1,con
23,1231,1,con
23,1262,1,con
23,1235,1,con
23,1233,1,con
23,1229,1,con
23,1227,1,con
23,1228,1,con
23,1230,1,con
23,1232,1,con
23,5132,0,
23,5125,0,
23,5140,0,
23,10096,0,
23,4887,0,
23,5143,0,
23,9381,0,
23,9401,0,
23,10079,0,
23,10103,0,
23,10106,0,
23,10048,0,
23,10155,0,
23,10156,0,
23,9416,0,
23,10172,0,
23,5129,0,
23,10061,0,
23,4885,0,
23,10091,0,
23,5128,0,
23,10168,0,
23,10167,0,
23,9414,0,
23,9392,0,
23,10166,0,
23,10086,0,
23,4877,0,
23,10076,0,
62,9939,1,pro
62,9944,1,pro
62,9937,1,pro
62,9940,1,pro
62,9932,1,pro
62,9931,1,pro
62,9948,1,pro
62,9942,1,pro
62,9919,1,pro
62,9947,1,pro
62,9938,1,pro
62,9943,1,pro
62,9949,1,con
62,9937,1,con
62,9955,1,con
62,9958,1,con
62,9950,1,con
62,9957,1,con
62,9934,1,con
62,9951,1,con
62,9931,1,con
62,9953,1,con
62,9959,1,con
62,9954,1,con
62,9956,1,con
62,11335,0,
62,11347,0,
62,6753,0,
62,6765,0,
62,9230,0,
62,6742,0,
62,9218,0,
62,11362,0,
62,9234,0,
62,6755,0,
62,9887,0,
62,6051,0,
62,11348,0,
62,6749,0,
62,9898,0,
62,9895,0,
62,9208,0,
62,9265,0,
62,6743,0,
62,9891,0,
62,6734,0,
62,6746,0,
62,9905,0,
62,9888,0,
62,11364,0,
53,7264,1,pro
53,7260,1,pro
53,7250,1,pro
53,7259,1,pro
53,7261,1,pro
53,7258,1,pro
53,7255,1,pro
53,7262,1,pro
53,7247,1,pro
53,7249,1,pro
53,7252,1,pro
53,7246,1,pro
53,7248,1,pro
53,7253,1,pro
53,7256,1,pro
53,7245,1,pro
53,7252,1,con
53,7268,1,con
53,7272,1,con
53,7270,1,con
53,7260,1,con
53,7274,1,con
53,7265,1,con
53,7237,1,con
53,7266,1,con
53,7267,1,con
53,7269,1,con
53,7234,1,con
53,7273,1,con
53,8605,0,
53,8594,0,
53,6652,0,
53,10562,0,
53,6742,0,
53,6686,0,
53,8622,0,
53,10632,0,
53,6719,0,
53,8646,0,
53,8617,0,
53,6672,0,
53,10639,0,
53,6685,0,
53,8583,0,
53,6656,0,
53,8589,0,
53,6656,0,
53,6690,0,
53,8615,0,
53,6748,0,
53,6675,0,
53,8585,0,
53,10625,0,
53,6692,0,
53,6681,0,
53,6662,0,
53,6697,0,
53,8629,0,
110,8505,1,pro
110,8523,1,pro
110,8441,1,pro
110,8440,1,pro
110,8434,1,pro
110,8445,1,pro
110,8449,1,pro
110,8446,1,pro
110,8435,1,pro
110,8447,1,pro
110,8525,1,pro
110,8438,1,pro
110,8508,1,pro
110,8526,1,pro
110,8437,1,pro
110,8522,1,pro
110,8443,1,pro
110,8527,1,pro
110,8507,1,pro
110,8444,1,pro
110,8528,1,pro
110,8506,1,pro
110,8436,1,pro
110,8448,1,pro
110,8538,1,con
110,8536,1,con
110,8509,1,con
110,8433,1,con
110,8459,1,con
110,8450,1,con
110,8532,1,con
110,8452,1,con
110,8454,1,con
110,8539,1,con
110,8541,1,con
110,8451,1,con
110,8534,1,con
110,8456,1,con
110,8458,1,con
110,8461,1,con
110,8533,1,con
110,8460,1,con
110,8540,1,con
110,8511,1,con
110,8482,1,con
110,8455,1,con
110,8457,1,con
110,8537,1,con
110,8535,1,con
110,8500,1,con
110,8453,1,con
110,8436,1,con
110,8504,1,con
110,9937,0,
110,8562,0,
110,4093,0,
110,6054,0,
110,6055,0,
110,6061,0,
110,9939,0,
110,4091,0,
110,11739,0,
110,11732,0,
110,11741,0,
110,9940,0,
110,9931,0,
110,11743,0,
110,4099,0,
110,9919,0,
110,9938,0,
110,8557,0,
110,9951,0,
110,8564,0,
110,9957,0,
110,9956,0,
110,9949,0,
110,8568,0,
110,4092,0,
110,4089,0,
110,8559,0,
110,6052,0,
110,9950,0,
110,4103,0,
110,9954,0,
110,8567,0,
110,8547,0,
110,6053,0,
110,4094,0,
110,4088,0,
110,9943,0,
110,8574,0,
110,4079,0,
110,9955,0,
110,4105,0,
110,8575,0,
110,9932,0,
110,9942,0,
110,9947,0,
110,9953,0,
110,8569,0,
110,8556,0,
110,9944,0,
110,4097,0,
110,9958,0,
110,9948,0,
110,8555,0,
127,2947,1,pro
127,2835,1,pro
127,2803,1,pro
127,2831,1,pro
127,2951,1,pro
127,2836,1,pro
127,2795,1,pro
127,2938,1,pro
127,2796,1,pro
127,2957,1,pro
127,2821,1,pro
127,2830,1,pro
127,2842,1,pro
127,2956,1,pro
127,2832,1,pro
127,2829,1,pro
127,2839,1,pro
127,2808,1,pro
127,2840,1,pro
127,2833,1,pro
127,2964,1,pro
127,2809,1,pro
127,2804,1,pro
127,2800,1,pro
127,2963,1,pro
127,2949,1,pro
127,2823,1,pro
127,2820,1,pro
127,2954,1,pro
127,2952,1,pro
127,2799,1,pro
127,2950,1,pro
127,2819,1,pro
127,2841,1,pro
127,2837,1,pro
127,2827,1,pro
127,2798,1,pro
127,2810,1,pro
127,2937,1,pro
127,2867,1,con
127,2847,1,con
127,2885,1,con
127,2878,1,con
127,2836,1,con
127,2882,1,con
127,2886,1,con
127,2880,1,con
127,2795,1,con
127,2891,1,con
127,2858,1,con
127,2848,1,con
127,2894,1,con
127,2892,1,con
127,2968,1,con
127,2883,1,con
127,2856,1,con
127,2887,1,con
127,2859,1,con
127,2941,1,con
127,2881,1,con
127,2946,1,con
127,2870,1,con
127,2888,1,con
127,2889,1,con
127,2869,1,con
127,2844,1,con
127,2874,1,con
127,2890,1,con
127,2843,1,con
127,2868,1,con
127,2872,1,con
127,2845,1,con
127,2851,1,con
127,2871,1,con
127,2861,1,con
127,2850,1,con
127,2857,1,con
127,7247,0,
127,7194,0,
127,9901,0,
127,4881,0,
127,9893,0,
127,1777,0,
127,7265,0,
127,1796,0,
127,7219,0,
127,9888,0,
127,1790,0,
127,9907,0,
127,9906,0,
127,7245,0,
127,7181,0,
127,1793,0,
127,9914,0,
127,1802,0,
127,9890,0,
127,7177,0,
127,7195,0,
127,7264,0,
127,7268,0,
127,7189,0,
127,4889,0,
127,9898,0,
127,9905,0,
127,4885,0,
127,7216,0,
127,9886,0,
127,7256,0,
127,1800,0,
127,7196,0,
127,1780,0,
127,9885,0,
127,9895,0,
127,7274,0,
127,7246,0,
127,7217,0,
127,9899,0,
127,4887,0,
127,7273,0,
127,9900,0,
127,1762,0,
127,1801,0,
127,7200,0,
127,7168,0,
127,7201,0,
127,9883,0,
127,7255,0,
127,4877,0,
127,7190,0,
127,4875,0,
127,7234,0,
127,1782,0,
127,9894,0,
127,9889,0,
127,1792,0,
127,9913,0,
127,9896,0,
127,4880,0,
127,7174,0,
127,7270,0,
127,4888,0,
127,1797,0,
127,1789,0,
127,1783,0,
127,1785,0,
127,4883,0,
127,7259,0,
127,1775,0,
127,7272,0,
127,7178,0,
127,7175,0,
127,1788,0,
127,4878,0,
127,9876,0,
123,9497,1,pro
123,9525,1,pro
123,9496,1,pro
123,9501,1,pro
123,9506,1,pro
123,9505,1,pro
123,9523,1,pro
123,9508,1,pro
123,9502,1,pro
123,9491,1,pro
123,9510,1,pro
123,9527,1,pro
123,9503,1,pro
123,9495,1,pro
123,9498,1,pro
123,9494,1,pro
123,9507,1,pro
123,9493,1,pro
123,9499,1,pro
123,9500,1,pro
123,9509,1,pro
123,9492,1,pro
123,9504,1,pro
123,9512,1,con
123,9514,1,con
123,9517,1,con
123,9522,1,con
123,9518,1,con
123,9516,1,con
123,9519,1,con
123,9520,1,con
123,9521,1,con
123,9490,1,con
123,9515,1,con
123,4102,0,
123,7042,0,
123,4089,0,
123,7076,0,
123,9894,0,
123,6788,0,
123,9876,0,
123,9403,0,
123,6790,0,
123,9906,0,
123,9907,0,
123,9899,0,
123,6781,0,
123,9409,0,
123,9896,0,
123,6793,0,
123,9883,0,
123,7046,0,
123,9415,0,
123,9398,0,
123,7091,0,
123,7093,0,
123,9386,0,
123,6785,0,
123,9406,0,
123,4079,0,
123,6794,0,
123,6786,0,
123,4086,0,
123,6779,0,
123,9886,0,
123,9391,0,
123,9412,0,
123,9395,0,
148,3324,1,pro
148,3334,1,pro
148,3322,1,pro
148,3325,1,pro
148,3315,1,pro
148,3320,1,pro
148,3333,1,pro
148,3306,1,pro
148,3305,1,pro
148,3317,1,pro
148,3321,1,pro
148,3332,1,con
148,3326,1,con
148,3308,1,con
148,3305,1,con
148,3304,1,con
148,3318,1,con
148,6740,0,
